E00073143,E00073143,129
E00073143,E00073143,1
E00073143,E00073147,1
E00073143,E00073150,3
E00073143,E00073152,1
E00073143,E00073156,1
E00073143,E00073161,1
E00073143,E00073168,3
E00073143,E00073176,1
E00073143,E00073211,1
E00073143,E00073214,1
E00073143,E00073219,1
E00073143,E00073385,1
E00073143,E00073386,1
E00073143,E00073419,1
E00073143,E00073432,2
E00073143,E00073433,1
E00073143,E00073483,1
E00073143,E00073491,1
E00073143,E00073572,1
E00073143,E00073601,1
E00073143,E00073727,1
E00073143,E00073899,4
E00073143,E00073915,1
E00073143,E00073921,1
E00073143,E00074002,2
E00073143,E00074010,1
E00073143,E00074025,1
E00073143,E00074057,1
E00073143,E00074105,1
E00073143,E00074213,1
E00073143,E00074216,1
E00073143,E00074303,1
E00073143,E00174053,1
E00073143,E00174225,2
E00073143,E00174243,2
E00073143,E00174262,1
E00073143,E00174263,1
E00073143,E00174287,2
E00073143,E00174288,1
E00073143,E00174292,1
E00073143,E00174294,1
E00073143,E00174312,4
E00073143,E00174314,1
E00073143,E00174323,1
E00073143,E00178092,1
E00073143,E00178096,1
E00073143,E00178099,1
E00073143,E00178100,1
E00073143,E00178101,1
E00073143,E00178114,1
E00073145,E00073145,78
E00073145,E00073169,2
E00073145,E00073172,1
E00073145,E00073211,1
E00073145,E00073213,1
E00073145,E00073219,4
E00073145,E00073250,3
E00073145,E00073276,1
E00073145,E00073288,1
E00073145,E00073298,1
E00073145,E00073389,2
E00073145,E00073409,2
E00073145,E00073420,1
E00073145,E00073469,1
E00073145,E00073491,1
E00073145,E00073512,1
E00073145,E00073657,1
E00073145,E00073698,1
E00073145,E00073846,1
E00073145,E00073873,1
E00073145,E00073884,1
E00073145,E00073899,10
E00073145,E00073921,2
E00073145,E00074002,3
E00073145,E00074006,2
E00073145,E00074016,1
E00073145,E00074028,1
E00073145,E00074046,1
E00073145,E00074057,1
E00073145,E00074107,1
E00073145,E00074119,1
E00073145,E00074123,1
E00073145,E00074149,1
E00073145,E00074175,1
E00073145,E00074194,1
E00073145,E00074197,2
E00073145,E00074261,1
E00073145,E00074264,1
E00073145,E00074346,1
E00073145,E00174046,2
E00073145,E00174220,2
E00073145,E00174231,1
E00073145,E00174243,5
E00073145,E00174279,3
E00073145,E00174282,1
E00073145,E00174293,2
E00073145,E00174294,4
E00073145,E00174296,1
E00073145,E00174307,3
E00073145,E00174312,8
E00073145,E00174323,1
E00073145,E00178056,1
E00073145,E00178066,3
E00073145,E00178072,2
E00073145,E00178073,1
E00073145,E00178096,1
E00073147,E00073147,108
E00073147,E00073147,3
E00073147,E00073172,1
E00073147,E00073182,9
E00073147,E00073219,2
E00073147,E00073261,1
E00073147,E00073276,2
E00073147,E00073411,1
E00073147,E00073432,1
E00073147,E00073433,1
E00073147,E00073444,1
E00073147,E00073446,3
E00073147,E00073470,1
E00073147,E00073487,1
E00073147,E00073550,2
E00073147,E00073562,1
E00073147,E00073612,1
E00073147,E00073623,1
E00073147,E00073698,1
E00073147,E00073778,2
E00073147,E00073784,3
E00073147,E00073819,1
E00073147,E00073851,2
E00073147,E00073860,1
E00073147,E00073873,1
E00073147,E00073899,4
E00073147,E00073956,1
E00073147,E00074003,2
E00073147,E00074006,1
E00073147,E00074010,2
E00073147,E00074025,3
E00073147,E00074028,1
E00073147,E00074037,1
E00073147,E00074053,2
E00073147,E00074058,1
E00073147,E00074096,1
E00073147,E00074102,1
E00073147,E00074181,1
E00073147,E00074229,2
E00073147,E00074254,1
E00073147,E00074264,1
E00073147,E00074346,1
E00073147,E00074426,1
E00073147,E00074431,1
E00073147,E00174044,1
E00073147,E00174053,2
E00073147,E00174214,3
E00073147,E00174225,1
E00073147,E00174231,1
E00073147,E00174243,8
E00073147,E00174262,1
E00073147,E00174263,1
E00073147,E00174279,1
E00073147,E00174293,2
E00073147,E00174294,5
E00073147,E00174296,1
E00073147,E00174298,3
E00073147,E00174312,5
E00073147,E00174316,3
E00073147,E00174321,1
E00073147,E00174325,2
E00073147,E00178048,2
E00073147,E00178064,2
E00073147,E00178072,3
E00073147,E00178079,1
E00073147,E00178083,2
E00073147,E00178097,1
E00073148,E00073148,90
E00073148,E00073148,1
E00073148,E00073161,1
E00073148,E00073170,1
E00073148,E00073211,2
E00073148,E00073219,5
E00073148,E00073247,2
E00073148,E00073276,1
E00073148,E00073413,1
E00073148,E00073414,1
E00073148,E00073419,1
E00073148,E00073420,1
E00073148,E00073433,1
E00073148,E00073477,1
E00073148,E00073483,3
E00073148,E00073528,1
E00073148,E00073727,1
E00073148,E00073757,1
E00073148,E00073788,1
E00073148,E00073826,1
E00073148,E00073873,1
E00073148,E00073899,3
E00073148,E00074003,1
E00073148,E00074010,1
E00073148,E00074023,1
E00073148,E00074052,2
E00073148,E00074057,1
E00073148,E00074103,2
E00073148,E00074181,1
E00073148,E00174044,1
E00073148,E00174053,1
E00073148,E00174218,1
E00073148,E00174231,2
E00073148,E00174243,2
E00073148,E00174275,1
E00073148,E00174279,2
E00073148,E00174284,1
E00073148,E00174288,1
E00073148,E00174294,3
E00073148,E00174312,4
E00073148,E00174324,1
E00073148,E00178044,1
E00073148,E00178046,1
E00073148,E00178056,1
E00073148,E00178060,1
E00073148,E00178066,1
E00073148,E00178076,1
E00073148,E00178079,1
E00073148,E00178087,1
E00073148,E00178096,2
E00073148,E00178111,2
E00073150,E00073150,161
E00073150,E00073156,1
E00073150,E00073164,1
E00073150,E00073170,1
E00073150,E00073182,6
E00073150,E00073211,1
E00073150,E00073219,6
E00073150,E00073247,1
E00073150,E00073342,1
E00073150,E00073389,1
E00073150,E00073411,2
E00073150,E00073420,1
E00073150,E00073432,2
E00073150,E00073446,1
E00073150,E00073450,1
E00073150,E00073491,1
E00073150,E00073505,1
E00073150,E00073515,1
E00073150,E00073572,1
E00073150,E00073584,2
E00073150,E00073612,2
E00073150,E00073623,1
E00073150,E00073630,1
E00073150,E00073674,1
E00073150,E00073760,1
E00073150,E00073809,1
E00073150,E00073899,9
E00073150,E00074000,1
E00073150,E00074002,1
E00073150,E00074006,2
E00073150,E00074011,2
E00073150,E00074025,3
E00073150,E00074026,1
E00073150,E00074028,1
E00073150,E00074050,1
E00073150,E00074052,1
E00073150,E00074053,1
E00073150,E00074057,3
E00073150,E00074077,1
E00073150,E00074104,1
E00073150,E00074264,1
E00073150,E00074354,1
E00073150,E00174053,1
E00073150,E00174214,3
E00073150,E00174232,2
E00073150,E00174243,3
E00073150,E00174279,3
E00073150,E00174284,1
E00073150,E00174289,1
E00073150,E00174292,2
E00073150,E00174294,2
E00073150,E00174298,1
E00073150,E00174312,6
E00073150,E00174323,1
E00073150,E00178044,2
E00073150,E00178046,1
E00073150,E00178051,1
E00073150,E00178066,2
E00073150,E00178074,1
E00073150,E00178076,1
E00073150,E00178086,1
E00073150,E00178111,1
E00073152,E00073152,132
E00073152,E00073214,1
E00073152,E00073219,1
E00073152,E00073269,1
E00073152,E00073274,3
E00073152,E00073326,1
E00073152,E00073425,1
E00073152,E00073486,1
E00073152,E00073520,1
E00073152,E00073528,1
E00073152,E00073547,1
E00073152,E00073558,2
E00073152,E00073572,2
E00073152,E00073797,2
E00073152,E00073819,1
E00073152,E00073826,1
E00073152,E00073851,1
E00073152,E00073899,4
E00073152,E00073949,2
E00073152,E00073958,1
E00073152,E00073970,1
E00073152,E00074006,1
