home_MSOA,work_MSOA,commuter_count
E02003059,E02003020,1
E02003060,E02003020,6
E02003061,E02003020,5
E02003062,E02003020,5
E02003063,E02003020,6
E02003064,E02003020,3
E02006887,E02003020,5
E02006888,E02003020,7
E02006889,E02003020,7
E02006890,E02003020,4
E02003065,E02003020,4
E02003066,E02003020,6
E02003067,E02003020,5
E02003068,E02003020,5
E02003069,E02003020,2
E02003070,E02003020,7
E02003071,E02003020,2
E02003072,E02003020,4
E02003073,E02003020,6
E02003074,E02003020,4
E02003075,E02003020,3
E02003076,E02003020,3
E02003077,E02003020,5
E02003078,E02003020,3
E02003079,E02003020,4
E02003080,E02003020,6
E02003081,E02003020,5
E02003084,E02003020,2
E02003086,E02003020,2
E02003087,E02003020,3
E02003088,E02003020,4
E02006845,E02003020,1
E02006846,E02003020,4
E02003090,E02003020,3
E02003091,E02003020,2
E02003092,E02003020,2
E02003093,E02003020,4
E02003094,E02003020,19
E02003095,E02003020,2
E02003096,E02003020,1
E02003097,E02003020,2
E02003098,E02003020,18
E02003099,E02003020,1
E02003100,E02003020,22
E02003101,E02003020,7
E02003102,E02003020,4
E02003103,E02003020,5
E02003104,E02003020,6
E02003105,E02003020,1
E02003106,E02003020,15
E02003107,E02003020,28
E02003108,E02003020,9
E02003109,E02003020,5
E02003110,E02003020,7
E02003112,E02003020,1
E02003113,E02003020,3
E02003114,E02003020,7
E02003115,E02003020,4
E02003116,E02003020,1
E02003117,E02003020,6
E02003118,E02003020,6
E02003119,E02003020,1
E02003120,E02003020,3
E02003121,E02003020,3
E02002986,E02003021,2
E02002987,E02003021,1
E02002994,E02003021,1
E02002995,E02003021,1
E02002996,E02003021,3
E02003002,E02003021,1
E02003004,E02003021,2
E02003006,E02003021,5
E02003010,E02003021,1
E02003012,E02003021,12
E02003013,E02003021,21
E02003014,E02003021,10
E02003015,E02003021,12
E02003016,E02003021,26
E02003017,E02003021,9
E02003018,E02003021,5
E02003019,E02003021,12
E02003020,E02003021,1
E02003021,E02003021,65
E02003022,E02003021,13
E02003023,E02003021,5
E02003024,E02003021,12
E02003025,E02003021,21
E02003026,E02003021,8
E02003027,E02003021,34
E02003028,E02003021,8
E02003029,E02003021,4
E02003030,E02003021,7
E02003031,E02003021,7
E02003032,E02003021,8
E02003033,E02003021,7
E02003034,E02003021,25
E02003036,E02003021,4
E02003037,E02003021,5
E02003039,E02003021,11
E02003040,E02003021,7
E02003041,E02003021,2
E02003043,E02003021,3
E02003044,E02003021,7
E02003045,E02003021,3
E02003046,E02003021,7
E02003047,E02003021,7
E02003048,E02003021,2
E02003049,E02003021,3
E02003050,E02003021,7
E02003051,E02003021,6
E02003052,E02003021,5
E02003053,E02003021,3
E02003054,E02003021,6
E02003055,E02003021,5
E02003056,E02003021,4
E02003057,E02003021,3
E02003058,E02003021,6
E02003059,E02003021,2
E02003060,E02003021,4
E02003062,E02003021,3
E02003063,E02003021,6
E02006887,E02003021,1
E02006888,E02003021,5
E02006889,E02003021,5
E02006890,E02003021,12
E02003065,E02003021,6
E02003066,E02003021,2
E02003067,E02003021,1
E02003068,E02003021,4
E02003069,E02003021,2
E02003070,E02003021,4
E02003071,E02003021,1
E02003074,E02003021,1
E02003075,E02003021,3
E02003077,E02003021,1
E02003079,E02003021,3
E02003080,E02003021,1
E02003081,E02003021,1
E02003082,E02003021,1
E02003084,E02003021,2
E02003087,E02003021,3
E02003088,E02003021,1
E02006845,E02003021,7
E02003090,E02003021,1
E02003091,E02003021,1
E02003092,E02003021,4
E02003093,E02003021,3
E02003094,E02003021,8
E02003095,E02003021,1
E02003097,E02003021,5
E02003098,E02003021,6
E02003099,E02003021,4
E02003100,E02003021,16
E02003101,E02003021,13
E02003103,E02003021,3
E02003104,E02003021,7
E02003105,E02003021,4
E02003106,E02003021,11
E02003107,E02003021,25
E02003108,E02003021,6
E02003109,E02003021,3
E02003110,E02003021,7
E02003111,E02003021,5
E02003112,E02003021,5
E02003113,E02003021,2
E02003114,E02003021,3
E02003115,E02003021,12
E02003116,E02003021,3
E02003117,E02003021,8
E02003118,E02003021,7
E02003119,E02003021,5
E02003120,E02003021,7
E02003121,E02003021,2
E02002985,E02003022,3
E02002986,E02003022,4
E02002987,E02003022,1
E02002994,E02003022,1
E02002997,E02003022,1
E02003000,E02003022,1
E02003001,E02003022,1
E02003002,E02003022,1
E02003003,E02003022,1
E02003004,E02003022,2
E02003005,E02003022,2
E02003006,E02003022,3
E02003007,E02003022,2
E02003012,E02003022,32
E02003013,E02003022,33
E02003014,E02003022,13
E02003015,E02003022,38
E02003016,E02003022,40
E02003017,E02003022,24
E02003018,E02003022,8
E02003019,E02003022,12
E02003020,E02003022,8
E02003021,E02003022,38
E02003022,E02003022,66
E02003023,E02003022,1
E02003024,E02003022,6
E02003025,E02003022,22
E02003026,E02003022,7
E02003027,E02003022,27
E02003028,E02003022,23
E02003029,E02003022,3
E02003030,E02003022,7
E02003031,E02003022,14
E02003032,E02003022,6
E02003033,E02003022,8
E02003034,E02003022,2
E02003036,E02003022,6
E02003037,E02003022,3
E02003038,E02003022,5
E02003039,E02003022,3
E02003040,E02003022,3
E02003041,E02003022,2
E02003043,E02003022,4
E02003044,E02003022,3
E02003046,E02003022,1
E02003047,E02003022,2
E02003048,E02003022,3
E02003049,E02003022,5
E02003050,E02003022,2
E02003051,E02003022,2
E02003052,E02003022,6
E02003053,E02003022,7
E02003054,E02003022,3
E02003055,E02003022,1
E02003056,E02003022,2
E02003057,E02003022,3
E02003058,E02003022,2
E02003059,E02003022,2
E02003060,E02003022,2
E02003061,E02003022,4
E02003062,E02003022,3
E02003063,E02003022,3
E02003064,E02003022,2
E02006887,E02003022,2
E02006888,E02003022,1
E02006889,E02003022,10
E02006890,E02003022,2
E02003065,E02003022,4
E02003066,E02003022,3
E02003067,E02003022,1
E02003068,E02003022,5
E02003070,E02003022,2
E02003072,E02003022,3
E02003074,E02003022,3
E02003075,E02003022,1
E02003076,E02003022,2
E02003077,E02003022,3
E02003079,E02003022,2
E02003080,E02003022,2
E02003081,E02003022,1
E02003084,E02003022,2
E02003089,E02003022,1
E02006846,E02003022,3
E02003090,E02003022,2
E02003091,E02003022,4
E02003093,E02003022,1
E02003094,E02003022,12
E02003095,E02003022,2
E02003096,E02003022,3
E02003098,E02003022,7
E02003099,E02003022,3
E02003100,E02003022,8
E02003101,E02003022,8
E02003102,E02003022,4
E02003103,E02003022,1
E02003104,E02003022,9
E02003105,E02003022,2
E02003106,E02003022,3
E02003107,E02003022,30
E02003108,E02003022,5
E02003109,E02003022,2
E02003110,E02003022,2
E02003111,E02003022,2
E02003112,E02003022,2
E02003113,E02003022,1
E02003115,E02003022,4
E02003116,E02003022,3
E02003117,E02003022,3
E02003119,E02003022,3
E02003120,E02003022,1
E02003121,E02003022,3
E02002985,E02003023,3
E02002987,E02003023,1
E02002988,E02003023,1
E02002991,E02003023,3
E02002992,E02003023,1
E02002998,E02003023,1
E02003000,E02003023,3
E02003004,E02003023,2
E02003005,E02003023,1
E02003006,E02003023,2
E02003007,E02003023,2
E02003008,E02003023,1
E02003012,E02003023,6
E02003013,E02003023,4
E02003014,E02003023,2
E02003015,E02003023,3
E02003016,E02003023,10
E02003017,E02003023,6
E02003018,E02003023,4
E02003019,E02003023,3
E02003020,E02003023,1
E02003021,E02003023,7
E02003022,E02003023,3
E02003023,E02003023,86
E02003024,E02003023,31
E02003025,E02003023,18
E02003026,E02003023,4
E02003027,E02003023,6
E02003028,E02003023,5
E02003029,E02003023,13
E02003030,E02003023,23
E02003031,E02003023,7
E02003032,E02003023,20
E02003033,E02003023,3
E02003034,E02003023,6
E02003036,E02003023,4
E02003037,E02003023,5
E02003038,E02003023,13
E02003039,E02003023,10
E02003040,E02003023,11
E02003041,E02003023,2
E02003043,E02003023,2
E02003044,E02003023,6
E02003046,E02003023,8
E02003047,E02003023,9
E02003048,E02003023,5
E02003049,E02003023,7
E02003050,E02003023,2
E02003051,E02003023,5
E02003052,E02003023,2
E02003053,E02003023,7
E02003054,E02003023,5
E02003055,E02003023,5
E02003056,E02003023,10
E02003057,E02003023,3
E02003058,E02003023,4
E02003059,E02003023,1
E02003060,E02003023,3
E02003061,E02003023,3
E02003062,E02003023,1
E02003063,E02003023,4
E02003064,E02003023,1
E02006887,E02003023,2
E02006888,E02003023,10
E02006889,E02003023,11
E02006890,E02003023,23
E02003065,E02003023,2
E02003066,E02003023,3
E02003067,E02003023,3
E02003068,E02003023,4
E02003069,E02003023,2
E02003070,E02003023,1
E02003071,E02003023,1
E02003072,E02003023,1
E02003073,E02003023,1
E02003074,E02003023,1
E02003076,E02003023,2
E02003077,E02003023,3
E02003084,E02003023,1
E02003090,E02003023,3
E02003091,E02003023,2
E02003092,E02003023,3
E02003093,E02003023,1
E02003094,E02003023,4
E02003095,E02003023,7
E02003096,E02003023,5
E02003097,E02003023,6
E02003098,E02003023,7
E02003099,E02003023,4
E02003100,E02003023,12
E02003101,E02003023,5
E02003102,E02003023,4
E02003103,E02003023,2
E02003104,E02003023,6
E02003105,E02003023,6
E02003106,E02003023,16
E02003107,E02003023,5
E02003108,E02003023,13
E02003109,E02003023,6
E02003110,E02003023,21
E02003111,E02003023,5
E02003112,E02003023,10
E02003113,E02003023,3
E02003114,E02003023,14
E02003115,E02003023,18
E02003116,E02003023,10
E02003117,E02003023,12
E02003118,E02003023,7
E02003119,E02003023,10
E02003120,E02003023,9
E02003121,E02003023,7
E02002985,E02003024,7
E02002986,E02003024,13
E02002987,E02003024,15
E02002988,E02003024,3
E02002989,E02003024,4
E02002990,E02003024,9
E02002991,E02003024,5
E02002992,E02003024,6
E02002993,E02003024,8
E02002994,E02003024,4
E02002995,E02003024,2
E02002996,E02003024,3
E02002997,E02003024,2
E02002998,E02003024,5
E02002999,E02003024,1
E02003000,E02003024,10
E02003001,E02003024,4
E02003002,E02003024,5
E02003003,E02003024,4
E02003004,E02003024,7
E02003005,E02003024,7
E02003006,E02003024,9
E02003007,E02003024,4
E02003008,E02003024,3
E02003009,E02003024,1
E02003010,E02003024,2
E02003011,E02003024,4
E02003012,E02003024,23
E02003013,E02003024,28
E02003014,E02003024,14
E02003015,E02003024,14
E02003016,E02003024,35
E02003017,E02003024,12
E02003018,E02003024,11
E02003019,E02003024,9
E02003020,E02003024,5
E02003021,E02003024,35
E02003022,E02003024,15
E02003023,E02003024,127
E02003024,E02003024,306
E02003025,E02003024,41
E02003026,E02003024,16
E02003027,E02003024,60
E02003028,E02003024,29
E02003029,E02003024,144
E02003030,E02003024,130
E02003031,E02003024,50
E02003032,E02003024,176
E02003033,E02003024,13
E02003034,E02003024,60
E02003036,E02003024,29
E02003037,E02003024,18
E02003038,E02003024,78
E02003039,E02003024,75
E02003040,E02003024,76
E02003041,E02003024,7
E02003043,E02003024,18
E02003044,E02003024,38
E02003045,E02003024,22
E02003046,E02003024,41
E02003047,E02003024,35
E02003048,E02003024,29
E02003049,E02003024,20
E02003050,E02003024,25
E02003051,E02003024,19
E02003052,E02003024,13
E02003053,E02003024,40
E02003054,E02003024,23
E02003055,E02003024,21
E02003056,E02003024,27
E02003057,E02003024,10
E02003058,E02003024,32
E02003059,E02003024,8
E02003060,E02003024,30
E02003061,E02003024,15
E02003062,E02003024,26
E02003063,E02003024,11
E02003064,E02003024,23
E02006887,E02003024,21
E02006888,E02003024,51
E02006889,E02003024,36
E02006890,E02003024,85
E02003065,E02003024,7
E02003066,E02003024,2
E02003067,E02003024,6
E02003068,E02003024,6
E02003069,E02003024,1
E02003070,E02003024,12
E02003071,E02003024,7
E02003072,E02003024,5
E02003073,E02003024,5
E02003074,E02003024,3
E02003075,E02003024,4
E02003076,E02003024,5
E02003077,E02003024,10
E02003078,E02003024,3
E02003079,E02003024,2
E02003080,E02003024,1
E02003081,E02003024,4
E02003082,E02003024,5
E02003084,E02003024,6
E02003085,E02003024,1
E02003086,E02003024,4
E02003087,E02003024,3
E02003088,E02003024,5
E02003089,E02003024,2
E02006845,E02003024,6
E02006846,E02003024,2
E02003090,E02003024,9
E02003091,E02003024,10
E02003092,E02003024,21
E02003093,E02003024,18
E02003094,E02003024,17
E02003095,E02003024,29
E02003096,E02003024,37
E02003097,E02003024,24
E02003098,E02003024,31
E02003099,E02003024,22
E02003100,E02003024,20
E02003101,E02003024,34
E02003102,E02003024,29
E02003103,E02003024,45
E02003104,E02003024,45
E02003105,E02003024,17
E02003106,E02003024,43
E02003107,E02003024,38
E02003108,E02003024,54
E02003109,E02003024,63
E02003110,E02003024,79
E02003111,E02003024,100
E02003112,E02003024,88
E02003113,E02003024,33
E02003114,E02003024,86
E02003115,E02003024,134
E02003116,E02003024,80
E02003117,E02003024,75
E02003118,E02003024,72
E02003119,E02003024,60
E02003120,E02003024,48
E02003121,E02003024,43
E02002985,E02003025,3
E02002986,E02003025,4
E02002987,E02003025,3
E02002988,E02003025,3
E02002989,E02003025,3
E02002990,E02003025,1
E02002991,E02003025,1
E02002992,E02003025,3
E02002994,E02003025,1
E02002995,E02003025,2
E02002998,E02003025,1
E02002999,E02003025,6
E02003000,E02003025,10
E02003001,E02003025,2
E02003002,E02003025,2
E02003003,E02003025,3
E02003004,E02003025,7
E02003005,E02003025,6
E02003006,E02003025,5
E02003007,E02003025,4
E02003009,E02003025,4
E02003010,E02003025,5
E02003011,E02003025,1
E02003012,E02003025,32
E02003013,E02003025,48
E02003014,E02003025,13
E02003015,E02003025,26
E02003016,E02003025,56
E02003017,E02003025,15
E02003018,E02003025,13
E02003019,E02003025,14
E02003020,E02003025,10
E02003021,E02003025,50
E02003022,E02003025,15
E02003023,E02003025,86
E02003024,E02003025,67
E02003025,E02003025,180
E02003026,E02003025,16
E02003027,E02003025,53
E02003028,E02003025,25
E02003029,E02003025,35
E02003030,E02003025,112
E02003031,E02003025,42
E02003032,E02003025,60
E02003033,E02003025,8
E02003034,E02003025,86
E02003036,E02003025,19
E02003037,E02003025,8
E02003038,E02003025,32
E02003039,E02003025,66
E02003040,E02003025,71
E02003041,E02003025,2
E02003043,E02003025,20
E02003044,E02003025,24
E02003045,E02003025,3
E02003046,E02003025,26
E02003047,E02003025,20
E02003048,E02003025,21
E02003049,E02003025,18
E02003050,E02003025,21
E02003051,E02003025,22
E02003052,E02003025,14
E02003053,E02003025,12
E02003054,E02003025,16
E02003055,E02003025,21
E02003056,E02003025,18
E02003057,E02003025,12
E02003058,E02003025,22
E02003059,E02003025,16
E02003060,E02003025,26
E02003061,E02003025,15
E02003062,E02003025,7
E02003063,E02003025,18
E02003064,E02003025,10
E02006887,E02003025,21
E02006888,E02003025,58
E02006889,E02003025,43
E02006890,E02003025,124
E02003065,E02003025,8
E02003066,E02003025,9
E02003067,E02003025,12
E02003068,E02003025,8
E02003069,E02003025,6
E02003070,E02003025,13
E02003071,E02003025,1
E02003072,E02003025,8
E02003073,E02003025,1
E02003074,E02003025,6
E02003075,E02003025,10
E02003076,E02003025,10
E02003077,E02003025,4
E02003078,E02003025,1
E02003080,E02003025,1
E02003081,E02003025,4
E02003082,E02003025,4
E02003084,E02003025,1
E02003085,E02003025,2
E02003086,E02003025,9
E02003087,E02003025,1
E02003088,E02003025,2
E02003089,E02003025,2
E02006845,E02003025,4
E02006846,E02003025,4
E02003090,E02003025,16
E02003091,E02003025,8
E02003092,E02003025,12
E02003093,E02003025,8
E02003094,E02003025,11
E02003095,E02003025,9
E02003096,E02003025,7
E02003097,E02003025,5
E02003098,E02003025,35
E02003099,E02003025,18
E02003100,E02003025,22
E02003101,E02003025,29
E02003102,E02003025,17
E02003103,E02003025,8
E02003104,E02003025,17
E02003105,E02003025,18
E02003106,E02003025,35
E02003107,E02003025,49
E02003108,E02003025,29
E02003109,E02003025,20
E02003110,E02003025,22
E02003111,E02003025,35
E02003112,E02003025,20
E02003113,E02003025,12
E02003114,E02003025,16
E02003115,E02003025,50
E02003116,E02003025,13
E02003117,E02003025,36
E02003118,E02003025,53
E02003119,E02003025,18
E02003120,E02003025,27
E02003121,E02003025,28
E02002985,E02003026,2
E02002986,E02003026,2
E02002987,E02003026,4
E02002988,E02003026,7
E02002989,E02003026,7
E02002990,E02003026,5
E02002991,E02003026,3
E02002992,E02003026,7
E02002993,E02003026,1
E02002994,E02003026,10
E02002995,E02003026,1
E02002996,E02003026,2
E02002997,E02003026,6
E02002998,E02003026,5
E02002999,E02003026,8
E02003000,E02003026,8
E02003001,E02003026,1
E02003002,E02003026,7
E02003003,E02003026,4
E02003004,E02003026,4
E02003005,E02003026,3
E02003006,E02003026,6
E02003007,E02003026,10
E02003008,E02003026,3
E02003009,E02003026,2
E02003011,E02003026,3
E02003012,E02003026,47
E02003013,E02003026,49
E02003014,E02003026,71
E02003015,E02003026,12
E02003016,E02003026,23
E02003017,E02003026,21
E02003018,E02003026,95
E02003019,E02003026,64
E02003020,E02003026,42
E02003021,E02003026,13
E02003022,E02003026,16
E02003023,E02003026,11
E02003024,E02003026,12
E02003025,E02003026,11
E02003026,E02003026,101
E02003027,E02003026,21
E02003028,E02003026,22
E02003029,E02003026,10
E02003030,E02003026,5
E02003031,E02003026,19
E02003032,E02003026,5
E02003033,E02003026,47
E02003034,E02003026,9
E02003036,E02003026,17
E02003037,E02003026,12
E02003038,E02003026,7
E02003039,E02003026,11
E02003040,E02003026,12
E02003041,E02003026,9
E02003043,E02003026,10
E02003044,E02003026,6
E02003045,E02003026,7
E02003046,E02003026,10
E02003047,E02003026,12
E02003048,E02003026,7
E02003049,E02003026,6
E02003050,E02003026,10
E02003051,E02003026,10
E02003052,E02003026,12
E02003053,E02003026,12
E02003054,E02003026,6
E02003055,E02003026,5
E02003056,E02003026,7
E02003057,E02003026,12
E02003058,E02003026,9
E02003059,E02003026,15
E02003060,E02003026,18
E02003061,E02003026,7
E02003062,E02003026,3
E02003063,E02003026,3
E02003064,E02003026,9
E02006887,E02003026,14
E02006888,E02003026,2
E02006889,E02003026,2
E02006890,E02003026,12
E02003065,E02003026,8
E02003066,E02003026,7
E02003067,E02003026,12
E02003068,E02003026,10
E02003069,E02003026,1
E02003070,E02003026,18
E02003071,E02003026,2
E02003072,E02003026,6
E02003073,E02003026,6
E02003074,E02003026,8
E02003075,E02003026,5
E02003076,E02003026,9
E02003077,E02003026,3
E02003078,E02003026,1
E02003079,E02003026,3
E02003080,E02003026,1
E02003081,E02003026,5
E02003082,E02003026,3
E02003084,E02003026,4
E02003085,E02003026,2
E02003086,E02003026,4
E02003087,E02003026,5
E02006845,E02003026,3
E02006846,E02003026,3
E02003090,E02003026,7
E02003091,E02003026,2
E02003092,E02003026,6
E02003093,E02003026,12
E02003094,E02003026,19
E02003095,E02003026,20
E02003096,E02003026,8
E02003097,E02003026,3
E02003098,E02003026,41
E02003099,E02003026,5
E02003100,E02003026,25
E02003101,E02003026,40
E02003102,E02003026,7
E02003103,E02003026,7
E02003104,E02003026,26
E02003105,E02003026,6
E02003106,E02003026,37
E02003107,E02003026,46
E02003108,E02003026,15
E02003109,E02003026,8
E02003110,E02003026,38
E02003111,E02003026,4
E02003112,E02003026,2
E02003113,E02003026,9
E02003114,E02003026,13
E02003115,E02003026,7
E02003116,E02003026,8
E02003117,E02003026,10
E02003118,E02003026,11
E02003119,E02003026,18
E02003120,E02003026,10
E02003121,E02003026,8
E02002985,E02003027,2
E02002986,E02003027,6
E02002987,E02003027,2
E02002989,E02003027,1
E02002990,E02003027,1
E02002991,E02003027,2
E02002992,E02003027,1
E02002993,E02003027,1
E02002994,E02003027,2
E02002995,E02003027,2
E02002996,E02003027,1
E02003000,E02003027,5
E02003002,E02003027,1
E02003003,E02003027,3
E02003004,E02003027,6
E02003005,E02003027,7
E02003006,E02003027,1
E02003007,E02003027,2
E02003009,E02003027,1
E02003010,E02003027,4
E02003012,E02003027,42
E02003013,E02003027,55
E02003014,E02003027,29
E02003015,E02003027,56
E02003016,E02003027,76
E02003017,E02003027,18
E02003018,E02003027,26
E02003019,E02003027,20
E02003020,E02003027,20
E02003021,E02003027,104
E02003022,E02003027,40
E02003023,E02003027,19
E02003024,E02003027,26
E02003025,E02003027,61
E02003026,E02003027,23
E02003027,E02003027,272
E02003028,E02003027,43
E02003029,E02003027,16
E02003030,E02003027,27
E02003031,E02003027,86
E02003032,E02003027,22
E02003033,E02003027,19
E02003034,E02003027,62
E02003036,E02003027,28
E02003037,E02003027,20
E02003038,E02003027,20
E02003039,E02003027,23
E02003040,E02003027,24
E02003041,E02003027,7
E02003043,E02003027,31
E02003044,E02003027,14
E02003045,E02003027,15
E02003046,E02003027,20
E02003047,E02003027,30
E02003048,E02003027,27
E02003049,E02003027,10
E02003050,E02003027,14
E02003051,E02003027,29
E02003052,E02003027,10
E02003053,E02003027,8
E02003054,E02003027,6
E02003055,E02003027,13
E02003056,E02003027,19
E02003057,E02003027,9
E02003058,E02003027,15
E02003059,E02003027,10
E02003060,E02003027,11
E02003061,E02003027,8
E02003062,E02003027,10
E02003063,E02003027,11
E02003064,E02003027,7
E02006887,E02003027,10
E02006888,E02003027,23
E02006889,E02003027,14
E02006890,E02003027,26
E02003065,E02003027,11
E02003066,E02003027,3
E02003067,E02003027,16
E02003068,E02003027,8
E02003069,E02003027,8
E02003070,E02003027,20
E02003071,E02003027,10
E02003072,E02003027,14
E02003073,E02003027,9
E02003074,E02003027,6
E02003075,E02003027,12
E02003076,E02003027,10
E02003077,E02003027,5
E02003078,E02003027,9
E02003079,E02003027,6
E02003080,E02003027,4
E02003081,E02003027,4
E02003082,E02003027,3
E02003084,E02003027,2
E02003085,E02003027,1
E02003086,E02003027,1
E02003087,E02003027,3
E02003088,E02003027,6
E02003089,E02003027,1
E02006845,E02003027,4
E02006846,E02003027,2
E02003090,E02003027,7
E02003091,E02003027,7
E02003092,E02003027,5
E02003093,E02003027,4
E02003094,E02003027,27
E02003095,E02003027,12
E02003096,E02003027,5
E02003097,E02003027,9
E02003098,E02003027,24
E02003099,E02003027,7
E02003100,E02003027,39
E02003101,E02003027,36
E02003102,E02003027,4
E02003103,E02003027,10
E02003104,E02003027,23
E02003105,E02003027,13
E02003106,E02003027,28
E02003107,E02003027,60
E02003108,E02003027,12
E02003109,E02003027,6
E02003110,E02003027,22
E02003111,E02003027,7
E02003112,E02003027,3
E02003113,E02003027,4
E02003114,E02003027,9
E02003115,E02003027,22
E02003116,E02003027,20
E02003117,E02003027,12
E02003118,E02003027,23
E02003119,E02003027,15
E02003120,E02003027,14
E02003121,E02003027,24
E02002985,E02003028,2
E02002986,E02003028,2
E02002988,E02003028,1
E02002989,E02003028,2
E02002993,E02003028,1
E02002994,E02003028,1
E02002997,E02003028,1
E02002998,E02003028,1
E02002999,E02003028,5
E02003000,E02003028,2
E02003003,E02003028,2
E02003004,E02003028,3
E02003005,E02003028,1
E02003006,E02003028,1
E02003007,E02003028,1
E02003008,E02003028,2
E02003012,E02003028,42
E02003013,E02003028,50
E02003014,E02003028,20
E02003015,E02003028,28
E02003016,E02003028,28
E02003017,E02003028,43
E02003018,E02003028,38
E02003019,E02003028,35
E02003020,E02003028,34
E02003021,E02003028,40
E02003022,E02003028,57
E02003023,E02003028,15
E02003024,E02003028,9
E02003025,E02003028,19
E02003026,E02003028,60
E02003027,E02003028,59
E02003028,E02003028,159
E02003029,E02003028,12
E02003030,E02003028,14
E02003031,E02003028,58
E02003032,E02003028,13
E02003033,E02003028,45
E02003034,E02003028,48
E02003036,E02003028,31
E02003037,E02003028,36
E02003038,E02003028,9
E02003039,E02003028,16
E02003040,E02003028,25
E02003041,E02003028,15
E02003043,E02003028,18
E02003044,E02003028,4
E02003045,E02003028,12
E02003046,E02003028,15
E02003047,E02003028,18
E02003048,E02003028,17
E02003049,E02003028,12
E02003050,E02003028,19
E02003051,E02003028,12
E02003052,E02003028,15
E02003053,E02003028,23
E02003054,E02003028,11
E02003055,E02003028,10
E02003056,E02003028,11
E02003057,E02003028,7
E02003058,E02003028,19
E02003059,E02003028,6
E02003060,E02003028,13
E02003061,E02003028,5
E02003062,E02003028,10
E02003063,E02003028,11
E02003064,E02003028,3
E02006887,E02003028,2
E02006888,E02003028,12
E02006889,E02003028,14
E02006890,E02003028,18
E02003065,E02003028,6
E02003066,E02003028,3
E02003067,E02003028,3
E02003068,E02003028,15
E02003069,E02003028,5
E02003070,E02003028,21
E02003071,E02003028,5
E02003072,E02003028,14
E02003073,E02003028,8
E02003074,E02003028,2
E02003075,E02003028,5
E02003076,E02003028,6
E02003077,E02003028,4
E02003078,E02003028,2
E02003079,E02003028,3
E02003080,E02003028,1
E02003081,E02003028,1
E02003082,E02003028,5
E02003084,E02003028,3
E02003086,E02003028,3
E02003087,E02003028,3
E02003088,E02003028,2
E02006845,E02003028,5
E02006846,E02003028,2
E02003090,E02003028,6
E02003091,E02003028,5
E02003093,E02003028,13
E02003094,E02003028,12
E02003095,E02003028,1
E02003096,E02003028,3
E02003097,E02003028,3
E02003098,E02003028,19
E02003099,E02003028,3
E02003100,E02003028,17
E02003101,E02003028,22
E02003102,E02003028,5
E02003103,E02003028,4
E02003104,E02003028,11
E02003105,E02003028,8
E02003106,E02003028,29
E02003107,E02003028,28
E02003108,E02003028,11
E02003109,E02003028,10
E02003110,E02003028,4
E02003111,E02003028,7
E02003112,E02003028,1
E02003113,E02003028,10
E02003114,E02003028,4
E02003115,E02003028,10
E02003116,E02003028,4
E02003117,E02003028,6
E02003118,E02003028,7
E02003119,E02003028,6
E02003120,E02003028,8
E02003121,E02003028,6
E02002985,E02003029,1
E02002986,E02003029,2
E02002991,E02003029,3
E02002992,E02003029,2
E02002995,E02003029,2
E02003000,E02003029,4
E02003004,E02003029,4
E02003007,E02003029,1
E02003009,E02003029,1
E02003012,E02003029,5
E02003013,E02003029,3
E02003014,E02003029,3
E02003015,E02003029,7
E02003016,E02003029,7
E02003017,E02003029,5
E02003018,E02003029,2
E02003019,E02003029,2
E02003020,E02003029,3
E02003021,E02003029,5
E02003022,E02003029,3
E02003023,E02003029,8
E02003024,E02003029,21
E02003025,E02003029,1
E02003026,E02003029,3
E02003027,E02003029,13
E02003028,E02003029,1
E02003029,E02003029,54
E02003030,E02003029,9
E02003031,E02003029,5
E02003032,E02003029,32
E02003033,E02003029,2
E02003034,E02003029,5
E02003036,E02003029,3
E02003038,E02003029,15
E02003039,E02003029,11
E02003040,E02003029,9
E02003041,E02003029,4
E02003043,E02003029,5
E02003044,E02003029,11
E02003045,E02003029,3
E02003046,E02003029,7
E02003047,E02003029,2
E02003048,E02003029,2
E02003049,E02003029,1
E02003050,E02003029,4
E02003052,E02003029,8
E02003053,E02003029,5
E02003055,E02003029,2
E02003056,E02003029,1
E02003057,E02003029,7
E02003058,E02003029,4
E02003059,E02003029,2
E02003060,E02003029,6
E02003061,E02003029,1
E02003062,E02003029,4
E02003063,E02003029,2
E02003064,E02003029,2
E02006887,E02003029,3
E02006888,E02003029,5
E02006889,E02003029,4
E02006890,E02003029,13
E02003065,E02003029,2
E02003066,E02003029,1
E02003069,E02003029,1
E02003071,E02003029,1
E02003072,E02003029,1
E02003074,E02003029,2
E02003075,E02003029,1
E02003076,E02003029,2
E02003077,E02003029,2
E02003078,E02003029,1
E02003082,E02003029,1
E02003085,E02003029,1
E02003087,E02003029,1
E02006846,E02003029,1
E02003092,E02003029,3
E02003093,E02003029,4
E02003094,E02003029,4
E02003095,E02003029,3
E02003096,E02003029,8
E02003098,E02003029,5
E02003100,E02003029,10
E02003101,E02003029,3
E02003102,E02003029,3
E02003103,E02003029,4
E02003104,E02003029,9
E02003105,E02003029,6
E02003106,E02003029,4
E02003107,E02003029,4
E02003108,E02003029,8
E02003109,E02003029,9
E02003110,E02003029,24
E02003111,E02003029,12
E02003112,E02003029,11
E02003113,E02003029,8
E02003114,E02003029,14
E02003115,E02003029,21
E02003116,E02003029,23
E02003117,E02003029,13
