-2.573461,51.4684264,0.825
-2.5803064,51.4635444,0.9775
-2.5784982000000003,51.464653999999996,1.15
-2.5810262,51.475296400000005,0.9475
-2.57419,51.471433000000005,0.755
-2.5760122,51.4700558,1.12
-2.575442,51.46934639999999,0.8675
-2.5793044000000003,51.46716240000001,0.74
-2.6913504,51.51250280000001,4.435
-2.688592,51.498191,2.0075
-2.6771906000000003,51.508345000000006,7.0625
-2.5452748,51.42921320000001,1.1475
-2.5386260000000003,51.4264946,1.0225
-2.5907924,51.46492539999999,0.8375
-2.6065716,51.450976000000004,0.6375
-2.6012142,51.4548268,1.0975
-2.6193644,51.454514399999994,1.285
-2.6089919999999998,51.4567136,1.1125
-2.5551252,51.46385819999999,0.9575
-2.5463961999999998,51.474002999999996,0.495
-2.613974,51.407405000000004,0.44
-2.588982,51.49400959999999,13.5075
-2.5847436000000004,51.487858800000005,0.8
-2.5920499999999995,51.499601600000005,0.9175
-2.581816,51.450906800000006,4.625
-2.5881390000000004,51.4469036,0.9175
-2.5736593999999995,51.460849200000006,1.1825
-2.5665472,51.47463560000001,2.7825
-2.6057982,51.473220000000005,0.83
-2.613537,51.499855600000004,0.795
-2.6085347999999997,51.50096119999999,0.79
-2.6417410000000006,51.481426799999994,0.4175
-2.5829438000000002,51.4612558,0.9675
-2.5742306,51.454197,0.87
-2.588201,51.457527600000006,4.02
-2.5894526,51.448495,2.2075
-2.5939164,51.4440644,1.5475
-2.5808904000000004,51.45570479999999,0.7175
-2.5746644,51.4504814,1.7825
-2.6019174,51.4386324,1.24
-2.590702,51.4559342,3.7625
-2.5968844,51.4589582,16.875
-2.60262475,51.437920000000005,0.4225
-2.5375962000000003,51.484017800000004,1.0975
-2.533472,51.479159,1.4975
-2.6042411999999997,51.45536860000001,1.295
-2.6275774,51.4422372,1.305
-2.5813083333333338,51.476863333333334,0.8175
-2.5868804,51.4604248,0.9075
-2.59504,51.4569668,1.035
-2.5847474000000004,51.464116000000004,0.6475
-2.5814236,51.4691636,1.2
-2.5756772,51.4669314,0.6425
-2.6971344000000004,51.499568599999996,0.77
-2.6113168,51.432826999999996,1.41
-2.5895234,51.479666800000004,1.255
-2.590963,51.475879799999994,0.805
-2.5870374,51.4832218,1.3975
-2.5585034,51.4415578,1.49
-2.5581957999999996,51.4378336,0.6625
-2.600317,51.4584124,1.475
-2.618363,51.448957199999995,0.5475
-2.6130704,51.4615004,0.72
-2.5918418,51.4243374,0.395
-2.5282978,51.4802232,1.1175
-2.6051406000000004,51.4833588,0.8475
-2.5201874,51.4766488,0.735
-2.5354794000000003,51.4734736,0.7675
-2.5643786,51.45106979999999,2.2875
-2.5728978000000002,51.4643344,0.5425
-2.5816246000000005,51.459152800000005,2.4125
-2.5754894,51.49093660000001,1.1725
-2.6144082,51.4738584,0.4925
-2.5141706,51.4625042,0.98
-2.523361,51.458563000000005,0.465
-2.5160780000000003,51.4646738,0.79
-2.5523586000000003,51.4626898,0.95
-2.6140494,51.4972834,0.4
-2.60566,51.507338600000004,0.355
-2.6144963999999997,51.4394558,0.8
-2.612867,51.44333459999999,1.6325
-2.618,51.4937004,1.1625
-2.6043122,51.45137580000001,0.605
-2.622328,51.4612086,0.8575
-2.5944478,51.4538044,1.37
-2.5899007999999997,51.465621799999994,1.11
